From	Entry	Entry.Name
ENSMUST00000144675	F6YL88	F6YL88_MOUSE
ENSMUST00000207946	A0A140LIY3	A0A140LIY3_MOUSE
ENSMUST00000167804	Q9WTJ4	FIZ1_MOUSE
ENSMUST00000151933	F7BZQ2	F7BZQ2_MOUSE
ENSMUST00000207223	A0A140LHN7	A0A140LHN7_MOUSE
ENSMUST00000168171	Q99N18	Q99N18_MOUSE
ENSMUST00000168818	P30993	C5AR1_MOUSE
ENSMUST00000163804	E9PV32	E9PV32_MOUSE
ENSMUST00000207797	A0A140LJC5	A0A140LJC5_MOUSE
ENSMUST00000206685	E9Q2S6	E9Q2S6_MOUSE
ENSMUST00000168869	E9Q5D4	E9Q5D4_MOUSE
ENSMUST00000206955	A0A0U1RNV4	A0A0U1RNV4_MOUSE
ENSMUST00000141325	G3UVU3	G3UVU3_MOUSE
ENSMUST00000159418	A0A140LHD2	A0A140LHD2_MOUSE
ENSMUST00000145683	D6RH52	D6RH52_MOUSE
ENSMUST00000156970	D6RIJ2	D6RIJ2_MOUSE
ENSMUST00000146128	D3Z253	D3Z253_MOUSE
ENSMUST00000152902	D6RE19	D6RE19_MOUSE
ENSMUST00000164705	E9PZW4	E9PZW4_MOUSE
ENSMUST00000171416	Q4VBF2	R3HD4_MOUSE
ENSMUST00000177514	H3BKZ6	H3BKZ6_MOUSE
ENSMUST00000178901	Q3UVL3	Q3UVL3_MOUSE
ENSMUST00000166964	E9QAH8	E9QAH8_MOUSE
ENSMUST00000172240	Q52KG4	ZBT45_MOUSE
ENSMUST00000163893	Q8R5F8	ES8L1_MOUSE
ENSMUST00000165515	E9PW68	E9PW68_MOUSE
ENSMUST00000207443	A0A140LIT0	A0A140LIT0_MOUSE
ENSMUST00000171445	E9Q4X5	E9Q4X5_MOUSE
ENSMUST00000167810	E9PWX4	E9PWX4_MOUSE
ENSMUST00000205402	A0A0U1RNH6	A0A0U1RNH6_MOUSE
ENSMUST00000182214	P0C5K1	SBK2_MOUSE
ENSMUST00000206610	A0A0U1RP57	A0A0U1RP57_MOUSE
ENSMUST00000207805	A0A140LHI6	A0A140LHI6_MOUSE
ENSMUST00000183190	Q6P9Y7	ZFP82_MOUSE
ENSMUST00000145256	A0A1D5RMJ2	A0A1D5RMJ2_MOUSE
ENSMUST00000150335	D3Z4R0	D3Z4R0_MOUSE
ENSMUST00000165999	G3UW78	G3UW78_MOUSE
ENSMUST00000148012	D3YXX9	D3YXX9_MOUSE
ENSMUST00000207563	A0A140LIU5	A0A140LIU5_MOUSE
ENSMUST00000170409	E9PWX0	E9PWX0_MOUSE
ENSMUST00000207412	A0A140LJ12	A0A140LJ12_MOUSE
ENSMUST00000207182	A0A140LIW5	A0A140LIW5_MOUSE
ENSMUST00000152973	Q6B9Z0	IGFL_MOUSE
ENSMUST00000148532	Q0ZCJ7	MASTR_MOUSE
ENSMUST00000205537	A0A0U1RNI7	A0A0U1RNI7_MOUSE
ENSMUST00000174409	L7N480	L7N480_MOUSE
ENSMUST00000165684	G3UW74	G3UW74_MOUSE
ENSMUST00000206552	A0A0U1RPL9	A0A0U1RPL9_MOUSE
ENSMUST00000163574	M0QW72	M0QW72_MOUSE
ENSMUST00000205360	A0A0U1RQ11	A0A0U1RQ11_MOUSE
ENSMUST00000183115	S4R2K1	S4R2K1_MOUSE
ENSMUST00000169820	E9PVI7	E9PVI7_MOUSE
ENSMUST00000169591	Q99N17	Q99N17_MOUSE
ENSMUST00000163756	K7N7F1	K7N7F1_MOUSE
ENSMUST00000182919	S4R2H1	S4R2H1_MOUSE
ENSMUST00000179434	Q9EP75	CP4FE_MOUSE
ENSMUST00000159095	A0A140LIB5	A0A140LIB5_MOUSE
ENSMUST00000167298	E9PV13	E9PV13_MOUSE
ENSMUST00000189962	A0A087WR64	A0A087WR64_MOUSE
ENSMUST00000169007	F7B9W9	F7B9W9_MOUSE
ENSMUST00000164987	F7BBD2	F7BBD2_MOUSE
ENSMUST00000207030	Q9WTJ4	FIZ1_MOUSE
ENSMUST00000234538	A0A3Q4EHX3	A0A3Q4EHX3_MOUSE
ENSMUST00000208944	Q9WTJ4	FIZ1_MOUSE
ENSMUST00000238895	A0A5F8MPB4	A0A5F8MPB4_MOUSE
ENSMUST00000234083	A0A3Q4EBU2	A0A3Q4EBU2_MOUSE
ENSMUST00000217837	P03953	CFAD_MOUSE
ENSMUST00000210282	Q52KG4	ZBT45_MOUSE
ENSMUST00000237245	E9QB04	E9QB04_MOUSE
ENSMUST00000210232	A0A1B0GRA9	A0A1B0GRA9_MOUSE
ENSMUST00000234946	A0A3Q4EGQ8	A0A3Q4EGQ8_MOUSE
ENSMUST00000237003	G3UW78	G3UW78_MOUSE
ENSMUST00000234797	A0A3Q4EC89	A0A3Q4EC89_MOUSE
ENSMUST00000210108	A0A1B0GS85	A0A1B0GS85_MOUSE
ENSMUST00000219817	D3YTR8	D3YTR8_MOUSE
ENSMUST00000209060	A0A140LI81	A0A140LI81_MOUSE
ENSMUST00000235238	A0A494BA08	A0A494BA08_MOUSE
ENSMUST00000209442	A0A1B0GT01	A0A1B0GT01_MOUSE
ENSMUST00000210609	A0A1B0GRA2	A0A1B0GRA2_MOUSE
ENSMUST00000209004	A0A140LHM0	A0A140LHM0_MOUSE
ENSMUST00000210620	A0A1B0GRD2	A0A1B0GRD2_MOUSE
ENSMUST00000235058	Q9EP75	CP4FE_MOUSE
ENSMUST00000208514	A0A140LIE6	A0A140LIE6_MOUSE
ENSMUST00000219867	A0A1W2P7J8	A0A1W2P7J8_MOUSE
ENSMUST00000218970	A0A1W2P823	A0A1W2P823_MOUSE
ENSMUST00000233911	A0A3B2WCS7	A0A3B2WCS7_MOUSE
ENSMUST00000218750	A0A1W2P759	A0A1W2P759_MOUSE
ENSMUST00000209141	O55201	SPT5H_MOUSE
ENSMUST00000239002	G3X9C2	FBX50_MOUSE
ENSMUST00000217301	A0A1L1SRW1	A0A1L1SRW1_MOUSE
ENSMUST00000235086	G3UW81	G3UW81_MOUSE
ENSMUST00000210169	A0A1B0GQV8	A0A1B0GQV8_MOUSE
ENSMUST00000208384	A0A140LJJ3	A0A140LJJ3_MOUSE
ENSMUST00000228632	A0A2I3BQV2	A0A2I3BQV2_MOUSE
ENSMUST00000209997	A0A1B0GRT4	A0A1B0GRT4_MOUSE
ENSMUST00000208243	A0A140LJ34	A0A140LJ34_MOUSE
ENSMUST00000217976	A0A1W2P6T7	A0A1W2P6T7_MOUSE
ENSMUST00000211898	A0A1D5RLT0	A0A1D5RLT0_MOUSE
ENSMUST00000234759	Q9EP75	CP4FE_MOUSE
ENSMUST00000208628	A0A140LHM2	A0A140LHM2_MOUSE
ENSMUST00000208570	A0A140LJI2	A0A140LJI2_MOUSE
ENSMUST00000234683	A0A3Q4EGQ8	A0A3Q4EGQ8_MOUSE
ENSMUST00000239470	Q8BX37	ACP7_MOUSE
ENSMUST00000003912	P14211	CALR_MOUSE
ENSMUST00000012314	Q4QQP3	Q4QQP3_MOUSE
ENSMUST00000006397	P14753	EPOR_MOUSE
ENSMUST00000008605	O09160	FUT1_MOUSE
ENSMUST00000006403	Q8C963	CC159_MOUSE
ENSMUST00000005891	Q32M27	Q32M27_MOUSE
ENSMUST00000006792	A0A0R4IZY7	A0A0R4IZY7_MOUSE
ENSMUST00000003501	Q60900	ELAV3_MOUSE
ENSMUST00000003961	P60469	LIPA3_MOUSE
ENSMUST00000032663	Q9D871	CEA18_MOUSE
ENSMUST00000014063	B2RVZ0	B2RVZ0_MOUSE
ENSMUST00000028955	Q9WVH6	ANGP4_MOUSE
ENSMUST00000028951	Q80U23	SNPH_MOUSE
ENSMUST00000028816	Q8CIB6	TM230_MOUSE
ENSMUST00000028890	A2APD7	A2APD7_MOUSE
ENSMUST00000012873	Q80VN4	Q80VN4_MOUSE
ENSMUST00000032560	Q8BGL1	PPM1N_MOUSE
ENSMUST00000028815	Q9EPR4	S23A2_MOUSE
ENSMUST00000028883	O35852	O35852_MOUSE
ENSMUST00000028892	Q91VA7	Q91VA7_MOUSE
ENSMUST00000028764	P35454	NEU1_MOUSE
ENSMUST00000040962	P11930	NUD19_MOUSE
ENSMUST00000042217	Q8BJ73	RSPO4_MOUSE
ENSMUST00000034717	Q8BX02	KANK2_MOUSE
ENSMUST00000040531	G5E8A7	G5E8A7_MOUSE
ENSMUST00000034260	Q5JCS9	B3GN3_MOUSE
ENSMUST00000033886	Q80WJ1	GGN_MOUSE
ENSMUST00000032813	K3W4M2	K3W4M2_MOUSE
ENSMUST00000085399	P17426	AP2A1_MOUSE
ENSMUST00000052072	Q8K071	TM221_MOUSE
ENSMUST00000044705	Q9JME9	VTM2B_MOUSE
ENSMUST00000066070	Q9DBZ5	EIF3K_MOUSE
ENSMUST00000072097	Q6VYH9	HSH2D_MOUSE
ENSMUST00000058093	Q0VAY3	F187B_MOUSE
ENSMUST00000099201	A0A0A6YYP6	A0A0A6YYP6_MOUSE
ENSMUST00000052716	Q7M6X3	Q7M6X3_MOUSE
ENSMUST00000056470	Q8BZ17	Q8BZ17_MOUSE
ENSMUST00000080987	Q9DC47	Q9DC47_MOUSE
ENSMUST00000098609	G5E8M4	G5E8M4_MOUSE
ENSMUST00000057195	Q63850	NUP62_MOUSE
ENSMUST00000044926	Q8BSN3	ODAD3_MOUSE
ENSMUST00000080175	E9QA60	E9QA60_MOUSE
ENSMUST00000096744	O35682	MYADM_MOUSE
ENSMUST00000070102	P60324	NANO3_MOUSE
ENSMUST00000076034	Q8R3I9	B3GN8_MOUSE
ENSMUST00000042641	Q8K0D9	Q8K0D9_MOUSE
ENSMUST00000099206	Q30KP0	Q30KP0_MOUSE
ENSMUST00000054594	Q8CII8	SYNE4_MOUSE
ENSMUST00000099111	Q05CJ1	Q05CJ1_MOUSE
ENSMUST00000045969	Q6P5C7	ZN728_MOUSE
ENSMUST00000044355	P63300	SELW_MOUSE
ENSMUST00000093427	A6H603	NWD1_MOUSE
ENSMUST00000060357	A0A6E0D3Q4	A0A6E0D3Q4_MOUSE
ENSMUST00000081457	Q9CRB1	Q9CRB1_MOUSE
ENSMUST00000069912	Q148R9	R9BP_MOUSE
ENSMUST00000098586	Q3U276	SDHF1_MOUSE
ENSMUST00000049262	P97797	SHPS1_MOUSE
ENSMUST00000094456	Q80U23	SNPH_MOUSE
ENSMUST00000042452	Q8BHL8	PSMF1_MOUSE
ENSMUST00000088785	Q8VCI1	Q8VCI1_MOUSE
ENSMUST00000091319	Q3U390	Q3U390_MOUSE
ENSMUST00000060225	Q8BUD0	GPR4_MOUSE
ENSMUST00000058733	F8WIU9	F8WIU9_MOUSE
ENSMUST00000045726	Q3UYI5	RGL3_MOUSE
ENSMUST00000049454	P70178	SIX5_MOUSE
ENSMUST00000065539	Q76LW6	DAND5_MOUSE
ENSMUST00000099113	P97797	SHPS1_MOUSE
ENSMUST00000066041	Q8C3Q5	SHSA7_MOUSE
ENSMUST00000055077	A2TJV2	PALM3_MOUSE
ENSMUST00000053722	Q3TQG9	Q3TQG9_MOUSE
ENSMUST00000048923	A0A0R4J0K0	A0A0R4J0K0_MOUSE
ENSMUST00000056589	D3YXG1	D3YXG1_MOUSE
ENSMUST00000080288	B2RW88	PRR19_MOUSE
ENSMUST00000056338	Q8K083	ZN536_MOUSE
ENSMUST00000074982	Q3UTQ6	Q3UTQ6_MOUSE
ENSMUST00000050623	Q1AN90	Q1AN90_MOUSE
ENSMUST00000076421	G3X9H3	G3X9H3_MOUSE
ENSMUST00000078908	H7BX48	H7BX48_MOUSE
ENSMUST00000094705	Q3TXZ1	ZN575_MOUSE
ENSMUST00000103193	Q9D892	ITPA_MOUSE
ENSMUST00000062047	Q8R184	F110A_MOUSE
ENSMUST00000046001	P35455	NEU2_MOUSE
ENSMUST00000066880	E9QL26	E9QL26_MOUSE
ENSMUST00000064314	O54984	GET3_MOUSE
ENSMUST00000053109	Q8BG80	FBX46_MOUSE
ENSMUST00000073325	E9QAF4	E9QAF4_MOUSE
ENSMUST00000074040	E9Q192	E9Q192_MOUSE
ENSMUST00000126417	A0A0U1RP63	A0A0U1RP63_MOUSE
ENSMUST00000159373	F6U250	F6U250_MOUSE
ENSMUST00000117452	F6T9T6	F6T9T6_MOUSE
ENSMUST00000107977	D3YZF7	VS10L_MOUSE
ENSMUST00000137936	Z4YN82	Z4YN82_MOUSE
ENSMUST00000154301	F7ANW7	F7ANW7_MOUSE
ENSMUST00000160443	E0CY71	E0CY71_MOUSE
ENSMUST00000109869	Q8BHL8	PSMF1_MOUSE
ENSMUST00000160276	P97797	SHPS1_MOUSE
ENSMUST00000123108	F7BUA2	F7BUA2_MOUSE
ENSMUST00000109877	Q80U23	SNPH_MOUSE
ENSMUST00000148194	F6UP26	F6UP26_MOUSE
ENSMUST00000146172	S4R180	S4R180_MOUSE
ENSMUST00000129773	Q0VAY3	F187B_MOUSE
ENSMUST00000108352	K7N6K7	K7N6K7_MOUSE
ENSMUST00000109864	Q8R184	F110A_MOUSE
ENSMUST00000128384	A0A0J9YV03	A0A0J9YV03_MOUSE
ENSMUST00000130608	A2ANF0	A2ANF0_MOUSE
ENSMUST00000108350	E9PZC9	E9PZC9_MOUSE
ENSMUST00000155939	D6REH2	D6REH2_MOUSE
ENSMUST00000136373	D6RFC9	D6RFC9_MOUSE
ENSMUST00000103202	P97797	SHPS1_MOUSE
ENSMUST00000108349	E9PZD0	E9PZD0_MOUSE
ENSMUST00000138272	Q9CRB1	Q9CRB1_MOUSE
ENSMUST00000148755	A0A140T8V7	A0A140T8V7_MOUSE
ENSMUST00000110163	Q8CIB6	TM230_MOUSE
ENSMUST00000138725	A0A0J9YSF5	A0A0J9YSF5_MOUSE
ENSMUST00000120004	G3X9H3	G3X9H3_MOUSE
ENSMUST00000121886	Q3UTQ6	Q3UTQ6_MOUSE
ENSMUST00000150401	F6V095	F6V095_MOUSE
ENSMUST00000109875	Q80U23	SNPH_MOUSE
ENSMUST00000108331	P16373	ZFP59_MOUSE
ENSMUST00000154063	D3YVX8	D3YVX8_MOUSE
ENSMUST00000115336	Q8BSN3	ODAD3_MOUSE
ENSMUST00000115336	A0A0R4J1K3	A0A0R4J1K3_MOUSE
ENSMUST00000119433	Q8C3Q5	SHSA7_MOUSE
ENSMUST00000108354	D3YXM0	D3YXM0_MOUSE
ENSMUST00000156408	F6TYD6	F6TYD6_MOUSE
ENSMUST00000144470	D3Z6U3	D3Z6U3_MOUSE
ENSMUST00000103203	P97797	SHPS1_MOUSE
ENSMUST00000149955	F6USW7	F6USW7_MOUSE
ENSMUST00000110164	Q8CIB6	TM230_MOUSE
ENSMUST00000130997	D3YUF8	D3YUF8_MOUSE
ENSMUST00000119558	D3YTW6	D3YTW6_MOUSE
ENSMUST00000143547	F6TLG3	F6TLG3_MOUSE
ENSMUST00000153491	A2ANC1	A2ANC1_MOUSE
ENSMUST00000108532	A0A0R4J1C4	A0A0R4J1C4_MOUSE
ENSMUST00000119139	A0A0R4J1C4	A0A0R4J1C4_MOUSE
ENSMUST00000141872	F7CHP9	F7CHP9_MOUSE
ENSMUST00000109863	Q8R184	F110A_MOUSE
ENSMUST00000103198	Q9D6Z1	NOP56_MOUSE
ENSMUST00000150302	A0A140T8U7	A0A140T8U7_MOUSE
ENSMUST00000155931	F6XBP4	F6XBP4_MOUSE
ENSMUST00000131784	E9Q810	E9Q810_MOUSE
ENSMUST00000107857	P17426	AP2A1_MOUSE
ENSMUST00000109865	Q8R184	F110A_MOUSE
ENSMUST00000146454	F7CHQ7	F7CHQ7_MOUSE
ENSMUST00000128899	A2ANL1	A2ANL1_MOUSE
ENSMUST00000107771	Q9WTM5	RUVB2_MOUSE
ENSMUST00000139969	A0A140T8S4	A0A140T8S4_MOUSE
ENSMUST00000108347	Q1AN92	Q1AN92_MOUSE
ENSMUST00000130458	D3Z2T8	D3Z2T8_MOUSE
ENSMUST00000137573	Q6PGD2	Q6PGD2_MOUSE
ENSMUST00000108336	Q8K0D9	Q8K0D9_MOUSE
ENSMUST00000107970	B2RVZ0	B2RVZ0_MOUSE
ENSMUST00000136621	E0CXZ0	E0CXZ0_MOUSE
ENSMUST00000145614	Q80ZS3	RT26_MOUSE
ENSMUST00000108361	Q1AN91	Q1AN91_MOUSE
ENSMUST00000176504	H3BLM5	H3BLM5_MOUSE
ENSMUST00000209426	A0A1B0GR89	A0A1B0GR89_MOUSE
ENSMUST00000176571	H3BKW7	H3BKW7_MOUSE
ENSMUST00000206223	A0A0U1RNU3	A0A0U1RNU3_MOUSE
ENSMUST00000208330	A0A140LI02	A0A140LI02_MOUSE
ENSMUST00000210202	Q0VDU5	Q0VDU5_MOUSE
ENSMUST00000161557	E0CY71	E0CY71_MOUSE
ENSMUST00000211214	Q9WTM5	RUVB2_MOUSE
ENSMUST00000163034	E0CX65	E0CX65_MOUSE
ENSMUST00000209834	A0A1B0GRE1	A0A1B0GRE1_MOUSE
ENSMUST00000194367	Q1AN92	Q1AN92_MOUSE
ENSMUST00000207103	Q63850	NUP62_MOUSE
ENSMUST00000180286	Q8CIB6	TM230_MOUSE
ENSMUST00000206940	Q8R3I9	B3GN8_MOUSE
ENSMUST00000207576	H7BX48	H7BX48_MOUSE
ENSMUST00000205701	P16373	ZFP59_MOUSE
ENSMUST00000179893	E9PZQ0	RYR1_MOUSE
ENSMUST00000208172	A0A140LJ77	A0A140LJ77_MOUSE
ENSMUST00000206763	A0A5F8MQ65	A0A5F8MQ65_MOUSE
ENSMUST00000176680	H3BK19	H3BK19_MOUSE
ENSMUST00000210271	A0A1B0GRT1	A0A1B0GRT1_MOUSE
ENSMUST00000208126	A0A140LI35	A0A140LI35_MOUSE
ENSMUST00000179001	P97797	SHPS1_MOUSE
ENSMUST00000207766	A0A140LIW4	A0A140LIW4_MOUSE
ENSMUST00000192382	A0A0A6YXN8	A0A0A6YXN8_MOUSE
ENSMUST00000187028	A0A087WSF1	A0A087WSF1_MOUSE
ENSMUST00000209379	Q32MG3	Q32MG3_MOUSE
ENSMUST00000179391	J3QPC3	ACTMP_MOUSE
ENSMUST00000205281	A0A0U1RPU4	A0A0U1RPU4_MOUSE
ENSMUST00000181892	Q7TPL6	Q7TPL6_MOUSE
ENSMUST00000176304	H3BL35	H3BL35_MOUSE
ENSMUST00000195778	A0A0A6YWF8	A0A0A6YWF8_MOUSE
ENSMUST00000208472	A0A140LIG7	A0A140LIG7_MOUSE
ENSMUST00000207683	Q9DBZ5	EIF3K_MOUSE
ENSMUST00000211067	P60469	LIPA3_MOUSE
ENSMUST00000203769	A0A0N4SUI1	A0A0N4SUI1_MOUSE
ENSMUST00000211666	A0A1B0GSR4	A0A1B0GSR4_MOUSE
ENSMUST00000209019	Q80WJ1	GGN_MOUSE
ENSMUST00000207814	A0A140LHA6	A0A140LHA6_MOUSE
ENSMUST00000167955	Q8K0D9	Q8K0D9_MOUSE
ENSMUST00000180024	J3QPC5	J3QPC5_MOUSE
ENSMUST00000204285	B2RR88	B2RR88_MOUSE
ENSMUST00000167565	E9PXJ4	E9PXJ4_MOUSE
ENSMUST00000165413	Q80ZW0	STK35_MOUSE
ENSMUST00000192700	Q6F5F2	Q6F5F2_MOUSE
ENSMUST00000213700	A0A1L1SUG6	A0A1L1SUG6_MOUSE
ENSMUST00000167930	P17426	AP2A1_MOUSE
ENSMUST00000208405	A0A140LHG0	A0A140LHG0_MOUSE
ENSMUST00000165913	Q8BG80	FBX46_MOUSE
ENSMUST00000170304	Q8C963	CC159_MOUSE
ENSMUST00000176789	H3BKP9	H3BKP9_MOUSE
ENSMUST00000176129	Q3TR09	Q3TR09_MOUSE
ENSMUST00000194144	A0A0A6YWR3	A0A0A6YWR3_MOUSE
ENSMUST00000176205	Q8K083	ZN536_MOUSE
ENSMUST00000203042	A0A0N4SW54	A0A0N4SW54_MOUSE
ENSMUST00000184538	V9GXV0	V9GXV0_MOUSE
ENSMUST00000213181	A0A1L1SRC0	A0A1L1SRC0_MOUSE
ENSMUST00000204541	A0A0N4SW94	A0A0N4SW94_MOUSE
ENSMUST00000165324	Q6VYH9	HSH2D_MOUSE
ENSMUST00000176114	Q8K083	ZN536_MOUSE
ENSMUST00000175941	Q8K083	ZN536_MOUSE
ENSMUST00000203566	O35682	MYADM_MOUSE
ENSMUST00000186475	A0A087WRR7	A0A087WRR7_MOUSE
ENSMUST00000174570	G3UZG4	G3UZG4_MOUSE
ENSMUST00000208707	A0A140LJ59	A0A140LJ59_MOUSE
ENSMUST00000205671	A0A0U1RQ84	A0A0U1RQ84_MOUSE
ENSMUST00000177078	H3BLS3	H3BLS3_MOUSE
ENSMUST00000208616	Q3TY56	Q3TY56_MOUSE
ENSMUST00000176534	H3BKM9	H3BKM9_MOUSE
ENSMUST00000214205	A0A1L1SVH6	A0A1L1SVH6_MOUSE
ENSMUST00000180502	J3QPC5	J3QPC5_MOUSE
ENSMUST00000166972	P17426	AP2A1_MOUSE
ENSMUST00000166282	E9PXA2	E9PXA2_MOUSE
ENSMUST00000205534	Q3TQG9	Q3TQG9_MOUSE
ENSMUST00000211440	A0A1B0GT54	A0A1B0GT54_MOUSE
ENSMUST00000208288	A0A140LI42	A0A140LI42_MOUSE
ENSMUST00000200880	Q5UW37	CXL17_MOUSE
ENSMUST00000208626	Q63850	NUP62_MOUSE
ENSMUST00000161254	E0CX99	E0CX99_MOUSE
ENSMUST00000208199	G5E8A7	G5E8A7_MOUSE
ENSMUST00000161620	P97797	SHPS1_MOUSE
ENSMUST00000205845	Q9JME9	VTM2B_MOUSE
ENSMUST00000210439	A0A1B0GRW3	A0A1B0GRW3_MOUSE
ENSMUST00000167290	Q5RKS2	SMIM7_MOUSE
ENSMUST00000164553	O35682	MYADM_MOUSE
ENSMUST00000186352	A0A087WQL2	A0A087WQL2_MOUSE
ENSMUST00000210248	A0A1B0GRM4	A0A1B0GRM4_MOUSE
ENSMUST00000203328	O35682	MYADM_MOUSE
ENSMUST00000172097	E9Q8Q8	SACA6_MOUSE
ENSMUST00000205715	Q3TQG9	Q3TQG9_MOUSE
ENSMUST00000213691	A0A1L1SUF5	A0A1L1SUF5_MOUSE
ENSMUST00000207085	A0A140LJH5	A0A140LJH5_MOUSE
ENSMUST00000214026	Q3UYI5	RGL3_MOUSE
ENSMUST00000206422	E9QAF4	E9QAF4_MOUSE
ENSMUST00000238657	Q9DC47	Q9DC47_MOUSE
ENSMUST00000238418	Q9DC47	Q9DC47_MOUSE
ENSMUST00000228490	A0A2I3BRW1	A0A2I3BRW1_MOUSE
ENSMUST00000238753	Q9DC47	Q9DC47_MOUSE
ENSMUST00000216710	A0A1L1SQ92	A0A1L1SQ92_MOUSE
ENSMUST00000214734	Q8C963	CC159_MOUSE
ENSMUST00000238761	A0A571BFX2	A0A571BFX2_MOUSE
ENSMUST00000223990	A0A286YDU6	A0A286YDU6_MOUSE
ENSMUST00000238292	Q9DC47	Q9DC47_MOUSE
ENSMUST00000238460	A0A571BEQ6	A0A571BEQ6_MOUSE
ENSMUST00000215901	A0A1L1SS95	A0A1L1SS95_MOUSE
ENSMUST00000224346	A0A286YDZ7	A0A286YDZ7_MOUSE
ENSMUST00000214374	A0A1L1SQG7	A0A1L1SQG7_MOUSE
ENSMUST00000215851	A0A1L1ST67	A0A1L1ST67_MOUSE
ENSMUST00000223644	A0A286YDM7	A0A286YDM7_MOUSE
ENSMUST00000216008	Q8BX02	KANK2_MOUSE
ENSMUST00000228312	A0A2I3BR96	A0A2I3BR96_MOUSE
ENSMUST00000238408	Q9DC47	Q9DC47_MOUSE
ENSMUST00000238201	A0A571BDH3	A0A571BDH3_MOUSE
ENSMUST00000239176	A0A668KLB1	A0A668KLB1_MOUSE
ENSMUST00000225772	Q7M6X6	Q7M6X6_MOUSE
ENSMUST00000224113	A0A286YDX0	A0A286YDX0_MOUSE
ENSMUST00000226899	A0A2I3BQ87	A0A2I3BQ87_MOUSE
ENSMUST00000239288	A0A668KL51	A0A668KL51_MOUSE
ENSMUST00000014830	E9QA28	CEA16_MOUSE
ENSMUST00000011407	E9Q180	E9Q180_MOUSE
ENSMUST00000003071	Q61268	APOC4_MOUSE
ENSMUST00000028769	Q91V35	Q91V35_MOUSE
ENSMUST00000003074	Q05020	APOC2_MOUSE
ENSMUST00000003061	Q9R069	BCAM_MOUSE
ENSMUST00000019808	Q8BVZ1	PLIN5_MOUSE
ENSMUST00000019876	Q9D9Q6	CALR3_MOUSE
ENSMUST00000002418	Q9D6Y4	BORC8_MOUSE
ENSMUST00000028787	Q9JJT2	GFRA4_MOUSE
ENSMUST00000028801	Q99JL1	SPEF1_MOUSE
ENSMUST00000028794	G3X8X6	G3X8X6_MOUSE
ENSMUST00000028781	Q9WU60	ATRN_MOUSE
ENSMUST00000028804	P30306	MPIP2_MOUSE
ENSMUST00000028800	F8WIU1	F8WIU1_MOUSE
ENSMUST00000038626	Q8VIK2	M17L2_MOUSE
ENSMUST00000028806	Q99K82	SMOX_MOUSE
ENSMUST00000035323	O35906	SPIB_MOUSE
ENSMUST00000041882	Q9DAZ5	F174C_MOUSE
ENSMUST00000040312	Q8K4K2	TRIB3_MOUSE
ENSMUST00000028888	Q8BM11	Q8BM11_MOUSE
ENSMUST00000028897	Q9Z100	CPXM1_MOUSE
ENSMUST00000041362	Q8VCF0	MAVS_MOUSE
ENSMUST00000028964	Q9WUB0	HOIL1_MOUSE
ENSMUST00000039554	Q8CE96	TRM6_MOUSE
ENSMUST00000028817	P17918	PCNA_MOUSE
ENSMUST00000028822	B0R058	B0R058_MOUSE
ENSMUST00000032541	Q5I0V9	Q5I0V9_MOUSE
ENSMUST00000028949	Q9CZ44	NSF1C_MOUSE
ENSMUST00000028826	P16014	SCG1_MOUSE
ENSMUST00000028814	Q8BMS9	RASF2_MOUSE
ENSMUST00000037553	Q810H5	GALP_MOUSE
ENSMUST00000028950	Q99JZ0	SDCB2_MOUSE
ENSMUST00000039909	Q9Z239	PLM_MOUSE
ENSMUST00000028963	Q9D9I4	TBC20_MOUSE
ENSMUST00000080058	Q91YE2	EGLN2_MOUSE
ENSMUST00000077988	Q8R4P4	TMC2_MOUSE
ENSMUST00000050735	Q62513	ZN260_MOUSE
ENSMUST00000080518	E9QPB2	E9QPB2_MOUSE
ENSMUST00000052104	Q923W9	ADA33_MOUSE
ENSMUST00000062765	Q3V080	ZN583_MOUSE
ENSMUST00000043975	Q9D8N6	LIN37_MOUSE
ENSMUST00000075717	E9PX82	E9PX82_MOUSE
ENSMUST00000045215	Q8VH31	RFPLA_MOUSE
ENSMUST00000071697	Q9Z239	PLM_MOUSE
ENSMUST00000059372	Q8BGI1	RNF24_MOUSE
ENSMUST00000053919	Q8VFJ0	Q8VFJ0_MOUSE
ENSMUST00000060196	A2AU34	A2AU34_MOUSE
ENSMUST00000059857	Q80UW3	RINL_MOUSE
ENSMUST00000071329	Q3U3J1	Q3U3J1_MOUSE
ENSMUST00000061390	Q8CG64	FKRP_MOUSE
ENSMUST00000065703	A0A0R3P9C5	A0A0R3P9C5_MOUSE
ENSMUST00000049997	Q8K458	PKR2_MOUSE
ENSMUST00000054197	P52592	S1PR2_MOUSE
ENSMUST00000079278	Q5HZK2	NRSN2_MOUSE
ENSMUST00000058358	Q8BTN6	LENG9_MOUSE
ENSMUST00000080348	B2RUI1	ZN551_MOUSE
ENSMUST00000073892	P59648	FXYD7_MOUSE
ENSMUST00000072222	Q6GQR8	ZN329_MOUSE
ENSMUST00000045761	A2AHG0	LZTS3_MOUSE
ENSMUST00000062248	Q8VFI7	Q8VFI7_MOUSE
ENSMUST00000077303	P18052	PTPRA_MOUSE
ENSMUST00000076251	Q3U3I9	ZN865_MOUSE
ENSMUST00000060955	Q8C0L9	GPCP1_MOUSE
ENSMUST00000044766	Q7TT23	DAAF9_MOUSE
