external_gene_name	ensembl_transcript_id	mmusculus_homolog_associated_gene_name
HCG17	ENST00000426984	
TRIM26BP	ENST00000421860	
HLA-L	ENST00000492699	
HCG18	ENST00000458584	
TRIM39	ENST00000438076	
RPP21	ENST00000551862	
HLA-N	ENST00000457173	
CR759281.1	ENST00000454640	
UBQLN1P1	ENST00000418792	
MICC	ENST00000441596	
TMPOP1	ENST00000423447	
SUCLA2P1	ENST00000416225	
RANP1	ENST00000411454	
HLA-E	ENST00000415289	
LINC02569	ENST00000425738	
GNL1	ENST00000428189	
PRR3	ENST00000454399	
ABCF1	ENST00000419893	
PPP1R10	ENST00000449113	
MRPS18B	ENST00000430402	
ATAT1	ENST00000494199	
PTMAP1	ENST00000411648	
C6orf136	ENST00000422530	
DHX16	ENST00000424672	
PPP1R18	ENST00000455935	
NRM	ENST00000617159	
RPL7P4	ENST00000445134	
MDC1	ENST00000547681	
MDC1-AS1	ENST00000454912	
TUBB	ENST00000419792	
FLOT1	ENST00000421565	
Y_RNA	ENST00000581716	
IER3	ENST00000416884	
Metazoa_SRP	ENST00000584009	
HCG20	ENST00000423317	
CR388215.1	ENST00000324858	
LINC02570	ENST00000426068	
7SK	ENST00000581605	
DDR1-DT	ENST00000415153	
DDR1	ENST00000412329	
GTF2H4	ENST00000440824	
CR759747.1	ENST00000464084	
VARS2	ENST00000428577	
SFTA2	ENST00000457919	
Y_RNA	ENST00000579435	
MUCL3	ENST00000546848	
HCG21	ENST00000419547	
MUC21	ENST00000440457	
CR753812.1	ENST00000431128	
HCG22	ENST00000621895	
U6	ENST00000579598	
C6orf15	ENST00000427005	
PSORS1C1	ENST00000420214	
CDSN	ENST00000418599	
PSORS1C2	ENST00000416027	
POLR2LP1	ENST00000413367	
CCHCR1	ENST00000383341	
TCF19	ENST00000430947	
POU5F1	ENST00000434616	
PSORS1C3	ENST00000450562	
HCG27	ENST00000416945	
CR388229.1	ENST00000411898	
HLA-C	ENST00000458192	
USP8P1	ENST00000438377	
RPL3P2	ENST00000449035	
WASF5P	ENST00000441826	
CR759814.1	ENST00000421079	
Y_RNA	ENST00000581780	
MICB	ENST00000437651	
PPIAP9	ENST00000447554	
RPL15P4	ENST00000456043	
MCCD1	ENST00000452195	
DDX39B	ENST00000417995	
SNORD117	ENST00000581427	
SNORD84	ENST00000579171	
DDX39B-AS1	ENST00000429221	
ATP6V1G2	ENST00000421596	
NFKBIL1	ENST00000455376	
LTA	ENST00000432632	
TNF	ENST00000420425	
LTB	ENST00000444479	
LST1	ENST00000450425	
NCR3	ENST00000439584	
UQCRHP1	ENST00000416317	
AIF1	ENST00000425748	
PRRC2A	ENST00000466203	
SNORA38	ENST00000583823	
BAG6	ENST00000434446	
APOM	ENST00000439902	
C6orf47	ENST00000431256	
C6orf47-AS1	ENST00000455151	
GPANK1	ENST00000419261	
Y_RNA	ENST00000582374	
CR753842.1	ENST00000443952	
CR753842.1	ENST00000615363	
LY6G5B	ENST00000426798	
LY6G5C	ENST00000455753	
ABHD16A	ENST00000413853	
LY6G6F	ENST00000455632	
LY6G6F-LY6G6D	ENST00000428105	
LY6G6E	ENST00000419000	
LY6G6D	ENST00000420378	
MPIG6B	ENST00000451549	
LY6G6C	ENST00000428498	
DDAH2	ENST00000471096	
CLIC1	ENST00000415179	
MSH5	ENST00000427735	
MSH5-SAPCD1	ENST00000583103	
U6	ENST00000581939	
SAPCD1	ENST00000427166	
SAPCD1-AS1	ENST00000415710	
VWA7	ENST00000438415	
Y_RNA	ENST00000583189	
LSM2	ENST00000424975	
HSPA1L	ENST00000417601	
HSPA1A	ENST00000433487	
HSPA1B	ENST00000445736	
SNHG32	ENST00000450610	
SNORD48	ENST00000582400	
SNORD52	ENST00000582902	
NEU1	ENST00000434496	
SLC44A4	ENST00000549663	
EHMT2	ENST00000429506	
CR388202.1	ENST00000458196	
C2	ENST00000413548	
ZBTB12	ENST00000458242	
C4B-AS1	ENST00000442802	
CFB	ENST00000455591	
NELFE	ENST00000383174	
SKIV2L	ENST00000429465	
DXO	ENST00000414092	
STK19	ENST00000549310	
C4A	ENST00000482524	
C4A-AS1	ENST00000452819	
CYP21A1P	ENST00000474537	
CR753845.2	ENST00000593842	
TNXA	ENST00000515427	
STK19B	ENST00000511358	
C4B	ENST00000449788	
CR753845.1	ENST00000437141	
CYP21A2	ENST00000448478	
TNXB	ENST00000550212	
5S_rRNA	ENST00000577302	
FKBPL	ENST00000456854	
PRRT1	ENST00000418753	
PPT2	ENST00000429189	
TSBP1	ENST00000621801	
HNRNPA1P2	ENST00000414732	
U6	ENST00000581728	
TSBP1-AS1	ENST00000445536	
BTNL2	ENST00000447918	
HLA-DRA	ENST00000416883	
HLA-DRB9	ENST00000424335	
CR759837.1	ENST00000420379	
CR753841.1	ENST00000457987	
CR753309.1	ENST00000437595	
CR753841.2	ENST00000447076	
U1	ENST00000577618	
HLA-DRB1	ENST00000444645	
HLA-DQA1	ENST00000457246	
HLA-DQB1	ENST00000422950	
HLA-DQB1-AS1	ENST00000444506	
CR753846.2	ENST00000415151	
MTCO3P1	ENST00000439071	
CR753846.1	ENST00000436246	
HLA-DQB3	ENST00000439012	
HLA-DQA2	ENST00000447735	
HLA-DQB2	ENST00000430849	
HLA-DOB	ENST00000413252	
TAP2	ENST00000451907	
PSMB8	ENST00000446762	
PSMB8-AS1	ENST00000438856	
PSMB9	ENST00000399381	
TAP1	ENST00000439781	
PPP1R2P1	ENST00000411707	
HLA-Z	ENST00000432847	
HLA-DMB	ENST00000448798	
HLA-DMA	ENST00000439054	
BRD2	ENST00000442219	
HLA-DOA	ENST00000452598	
HLA-DPA1	ENST00000423630	
HLA-DPB1	ENST00000454006	
RPL32P1	ENST00000418583	
HLA-DPA2	ENST00000454142	
COL11A2P1	ENST00000447348	
HLA-DPB2	ENST00000457050	
HLA-DPA3	ENST00000433946	
HCG24	ENST00000430288	
COL11A2	ENST00000448717	
RXRB	ENST00000415157	
Y_RNA	ENST00000577883	
SLC39A7	ENST00000416369	
HSD17B8	ENST00000454191	
RING1	ENST00000430233	
ZNF70P1	ENST00000412392	
HTATSF1P1	ENST00000422268	
HCG25	ENST00000425404	
VPS52	ENST00000441058	
RPS18	ENST00000457341	
B3GALT4	ENST00000419471	
WDR46	ENST00000457382	
PFDN6	ENST00000474406	
RGL2	ENST00000452084	
TAPBP	ENST00000437315	
ZBTB22	ENST00000418540	
MYL8P	ENST00000412044	
NOP56P1	ENST00000597633	
BX908720.1	ENST00000600011	
LINC01623	ENST00000601878	
RPL13P	ENST00000593989	
TRIM27	ENST00000437415	
U6	ENST00000583652	
LINC01556	ENST00000421470	
KRT18P1	ENST00000447122	
Metazoa_SRP	ENST00000577803	
HCG15	ENST00000426098	
BX927167.1	ENST00000443582	
ZNF311	ENST00000436574	
OR2AD1P	ENST00000439459	
OR2W1	ENST00000439723	
CR547123.1	ENST00000618974	
OR2P1P	ENST00000449414	
SAR1AP1	ENST00000431191	
OR2B3	ENST00000419873	
OR2J1	ENST00000419942	
OR2J3	ENST00000430478	
BX927132.2	ENST00000458522	
BX927132.1	ENST00000437251	
OR2J2	ENST00000457762	
OR2J4P	ENST00000450387	
BX908738.3	ENST00000437319	
BX908738.1	ENST00000445920	
OR2G1P	ENST00000428685	
OR2U1P	ENST00000443731	
OR2U2P	ENST00000440530	
BX908738.2	ENST00000420349	
OR14J1	ENST00000435798	
DDX6P1	ENST00000437197	
OR5V1	ENST00000444009	
OR12D3	ENST00000430148	
OR12D2	ENST00000414415	
OR12D1	ENST00000514366	
OR11A1	ENST00000428144	
OR10C1	ENST00000457403	
OR2H1	ENST00000435958	
UBDP1	ENST00000444530	
MAS1LP1	ENST00000434722	
MAS1L	ENST00000420035	
RPS17P1	ENST00000430955	
LINC02829	ENST00000439971	
LINC01015	ENST00000431265	
GPR53P	ENST00000458226	
OR2I1P	ENST00000450433	
GABBR1	ENST00000496339	
UBD	ENST00000429935	
OR2H5P	ENST00000413671	
TMEM183AP1	ENST00000430240	
SNORD32B	ENST00000578141	
RPL13AP	ENST00000439361	
OR2H2	ENST00000454628	
SUMO2P1	ENST00000436431	
MOG	ENST00000551993	
ZFP57	ENST00000448114	
ZDHHC20P1	ENST00000450999	
HLA-F	ENST00000445657	
BX927250.1	ENST00000445800	
HLA-F-AS1	ENST00000432068	
RPL23AP1	ENST00000417214	
MICE	ENST00000515168	
BX927182.1	ENST00000421343	
Y_RNA	ENST00000578290	
IFITM4P	ENST00000417445	
HLA-V	ENST00000443186	
HCG4	ENST00000446132	
HLA-P	ENST00000564924	
RPL7AP7	ENST00000418052	
MICG	ENST00000435490	
HLA-G	ENST00000422371	
HCG4P8	ENST00000457697	
BX927141.2	ENST00000453125	
BX927141.1	ENST00000424911	
HLA-H	ENST00000451304	
HLA-T	ENST00000448678	
DDX39BP1	ENST00000437087	
MCCD1P1	ENST00000453842	
HCG4B	ENST00000453494	
HLA-K	ENST00000437770	
HLA-U	ENST00000414908	
HLA-A	ENST00000456012	
CR382333.1	ENST00000442281	
HLA-W	ENST00000444080	
MICD	ENST00000413160	
HCG9	ENST00000413215	
DDX39BP2	ENST00000451133	
MCCD1P2	ENST00000449686	
ZNRD1ASP	ENST00000433362	
BX927229.1	ENST00000429754	
HLA-J	ENST00000473396	
ETF1P1	ENST00000447559	
BX927229.4	ENST00000610500	
BX927229.3	ENST00000620387	
ZNRD1	ENST00000466305	
BX927229.2	ENST00000613108	
PPP1R11	ENST00000448550	
RNF39	ENST00000417541	
TRIM31	ENST00000453266	
TRIM31-AS1	ENST00000412479	
BX927221.1	ENST00000581565	
TRIM40	ENST00000434151	
TRIM10	ENST00000447465	
TRIM15	ENST00000548653	
TRIM26	ENST00000428486	
PAIP1P1	ENST00000418072	
HCG17	ENST00000437311	
TRIM26BP	ENST00000434024	
HLA-L	ENST00000491405	
HCG18	ENST00000443079	
TRIM39	ENST00000450778	
RPP21	ENST00000552136	
HLA-N	ENST00000416846	
BX927214.1	ENST00000434495	
UBQLN1P1	ENST00000425710	
MICC	ENST00000458181	
TMPOP1	ENST00000457971	
SUCLA2P1	ENST00000430272	
RANP1	ENST00000414129	
HLA-E	ENST00000425603	
LINC02569	ENST00000422235	
GNL1	ENST00000454829	
PRR3	ENST00000427729	
ABCF1	ENST00000426219	
PPP1R10	ENST00000424446	
MRPS18B	ENST00000451032	
ATAT1	ENST00000442844	
PTMAP1	ENST00000444251	
C6orf136	ENST00000447505	
DHX16	ENST00000451456	
PPP1R18	ENST00000443517	
NRM	ENST00000431322	
RPL7P4	ENST00000436666	
MDC1	ENST00000440369	
MDC1-AS1	ENST00000447707	
TUBB	ENST00000436628	
FLOT1	ENST00000464837	
IER3	ENST00000450236	
Metazoa_SRP	ENST00000577251	
HCG20	ENST00000413396	
CR847861.1	ENST00000431091	
LINC02570	ENST00000438645	
7SK	ENST00000583754	
DDR1-DT	ENST00000455945	
DDR1	ENST00000430933	
GTF2H4	ENST00000456968	
BX927194.1	ENST00000469311	
VARS2	ENST00000462413	
SFTA2	ENST00000429290	
Y_RNA	ENST00000577348	
MUC21	ENST00000457728	
BX927139.1	ENST00000622477	
HCG22	ENST00000621111	
U6	ENST00000577293	
C6orf15	ENST00000412706	
PSORS1C1	ENST00000640793	
CDSN	ENST00000445893	
PSORS1C2	ENST00000422316	
POLR2LP1	ENST00000434921	
CCHCR1	ENST00000416392	
TCF19	ENST00000428957	
POU5F1	ENST00000454714	
CR847794.2	ENST00000552607	
PSORS1C3	ENST00000376242	
HCG27	ENST00000438084	
CR847794.1	ENST00000445397	
HLA-C	ENST00000438171	
HLA-B	ENST00000639633	
USP8P1	ENST00000415606	
RPL3P2	ENST00000414649	
WASF5P	ENST00000411428	
BX927178.1	ENST00000453916	
DHFRP2	ENST00000430561	
U6	ENST00000577780	
CR318637.1	ENST00000430251	
ZDHHC20P2	ENST00000433773	
HLA-S	ENST00000440712	
MICA	ENST00000420259	
Y_RNA	ENST00000577206	
LINC01149	ENST00000413634	
MICB	ENST00000428059	
PPIAP9	ENST00000420447	
RPL15P4	ENST00000419391	
MCCD1	ENST00000443405	
DDX39B	ENST00000445218	
SNORD117	ENST00000579412	
SNORD84	ENST00000582411	
DDX39B-AS1	ENST00000428170	
ATP6V1G2	ENST00000434217	
NFKBIL1	ENST00000432160	
LTA	ENST00000436519	
TNF	ENST00000412275	
LTB	ENST00000420402	
LST1	ENST00000455426	
NCR3	ENST00000446756	
PRRC2A	ENST00000458561	
SNORA38	ENST00000580626	
BAG6	ENST00000415345	
APOM	ENST00000443975	
C6orf47	ENST00000442972	
C6orf47-AS1	ENST00000440820	
GPANK1	ENST00000442498	
Y_RNA	ENST00000580495	
CR354443.1	ENST00000457089	
CR354443.1	ENST00000622393	
LY6G5B	ENST00000480515	
LY6G5C	ENST00000418117	
ABHD16A	ENST00000429735	
LY6G6F	ENST00000446062	
LY6G6F-LY6G6D	ENST00000439683	
LY6G6E	ENST00000434670	
LY6G6D	ENST00000440095	
MPIG6B	ENST00000438769	
LY6G6C	ENST00000419939	
DDAH2	ENST00000447101	
CLIC1	ENST00000433916	
MSH5	ENST00000443040	
NEU1	ENST00000437432	
SLC44A4	ENST00000366281	
C2	ENST00000548250	
C4B-AS1	ENST00000424095	
CFB	ENST00000375443	
TNXB	ENST00000451159	
5S_rRNA	ENST00000577378	
PRRT1	ENST00000425739	
PPT2	ENST00000477785	
EGFL8	ENST00000436155	
AGPAT1	ENST00000456679	
RNF5	ENST00000453473	
AGER	ENST00000456918	
PBX2	ENST00000431537	
GPSM3	ENST00000448684	
NOTCH4	ENST00000487528	
TSBP1	ENST00000618584	
HNRNPA1P2	ENST00000452727	
U6	ENST00000579550	
TSBP1-AS1	ENST00000416228	
BTNL2	ENST00000416387	
HLA-DRA	ENST00000442960	
HLA-DRB9	ENST00000419273	
CR354545.1	ENST00000412151	
U1	ENST00000582199	
BX927235.1	ENST00000455159	
U1	ENST00000584937	
HLA-DRB4	ENST00000411959	
U1	ENST00000577825	
BX927235.2	ENST00000417532	
U1	ENST00000580475	
CR933540.4	ENST00000442762	
CR933540.3	ENST00000451654	
CR933540.2	ENST00000421942	
CR933540.1	ENST00000433558	
U1	ENST00000579987	
HLA-DRB1	ENST00000437784	
HLA-DQA1	ENST00000451947	
HLA-DQB1	ENST00000424806	
HLA-DQB1-AS1	ENST00000445002	
BX927168.2	ENST00000435264	
MTCO3P1	ENST00000415326	
BX927168.1	ENST00000426042	
HLA-DQB3	ENST00000444445	
HLA-DQA2	ENST00000453672	
HLA-DQB2	ENST00000457432	
TAP2	ENST00000383119	
PSMB8	ENST00000452573	
PSMB8-AS1	ENST00000452167	
PSMB9	ENST00000448066	
TAP1	ENST00000414467	
PPP1R2P1	ENST00000418810	
HLA-Z	ENST00000438437	
HLA-DMB	ENST00000428420	
HLA-DMA	ENST00000452615	
BRD2	ENST00000433783	
BX908719.1	ENST00000438557	
HLA-DOA	ENST00000426070	
HLA-DPA1	ENST00000422504	
HLA-DPB1	ENST00000415996	
RPL32P1	ENST00000457701	
HLA-DPA2	ENST00000425823	
COL11A2P1	ENST00000440096	
HLA-DPB2	ENST00000489543	
HLA-DPA3	ENST00000416558	
HCG24	ENST00000414164	
COL11A2	ENST00000425729	
RXRB	ENST00000431820	
Y_RNA	ENST00000578877	
SLC39A7	ENST00000443773	
HSD17B8	ENST00000414463	
RING1	ENST00000436128	
ZNF70P1	ENST00000418706	
HTATSF1P1	ENST00000439003	
HCG25	ENST00000422493	
VPS52	ENST00000421357	
CR936879.1	ENST00000436208	
LINC01623	ENST00000423184	
RPL13P	ENST00000427418	
ZNF90P2	ENST00000442156	
HCG14	ENST00000420516	
TRIM27	ENST00000455861	
U6	ENST00000580668	
LINC01556	ENST00000434916	
OR2AD1P	ENST00000439100	
OR2W1	ENST00000420540	
CR933783.1	ENST00000616996	
OR2P1P	ENST00000444153	
SAR1AP1	ENST00000416048	
OR2B3	ENST00000450817	
OR2J1	ENST00000427659	
OR2J3	ENST00000422576	
CR759834.1	ENST00000430268	
OR2J2	ENST00000358688	
OR2J4P	ENST00000433657	
CR759834.2	ENST00000417544	
CR933842.1	ENST00000417163	
OR14J1	ENST00000230221	
DDX6P1	ENST00000428340	
OR5V1	ENST00000400698	
OR12D3	ENST00000383556	
OR12D2	ENST00000377140	
OR12D1	ENST00000509836	
OR11A1	ENST00000400696	
OR10C1	ENST00000391549	
OR2H1	ENST00000400693	
UBDP1	ENST00000440648	
MAS1LP1	ENST00000421428	
MAS1L	ENST00000383549	
RPS17P1	ENST00000418859	
LINC02829	ENST00000416126	
LINC01015	ENST00000448853	
GPR53P	ENST00000440489	
OR2I1P	ENST00000447604	
GABBR1	ENST00000383543	
UBD	ENST00000383547	
OR2H5P	ENST00000422192	
TMEM183AP1	ENST00000438004	
SNORD32B	ENST00000581848	
RPL13AP	ENST00000417611	
OR2H2	ENST00000383546	
SUMO2P1	ENST00000443604	
MOG	ENST00000452744	
ZFP57	ENST00000416974	
ZDHHC20P1	ENST00000447218	
HLA-F	ENST00000622145	
CR759790.1	ENST00000423188	
MICE	ENST00000420534	
CR788234.2	ENST00000414808	
CR788234.1	ENST00000458664	
Y_RNA	ENST00000465921	
IFITM4P	ENST00000456851	
HLA-V	ENST00000432225	
HCG4	ENST00000455365	
HLA-P	ENST00000567256	
RPL7AP7	ENST00000451600	
MICG	ENST00000439560	
HLA-G	ENST00000450984	
HCG4P8	ENST00000429297	
CT009517.2	ENST00000422397	
CT009517.1	ENST00000419005	
HLA-H	ENST00000499304	
HLA-T	ENST00000437927	
DDX39BP1	ENST00000427782	
MCCD1P1	ENST00000422331	
HLA-A	ENST00000455882	
CR759762.1	ENST00000445820	
HLA-W	ENST00000446351	
MICD	ENST00000435746	
HCG9	ENST00000416207	
DDX39BP2	ENST00000425367	
MCCD1P2	ENST00000415135	
ZNRD1ASP	ENST00000424661	
CR759763.1	ENST00000413460	
HLA-J	ENST00000460029	
ETF1P1	ENST00000458260	
CR759763.4	ENST00000615039	
CR759763.3	ENST00000617761	
ZNRD1	ENST00000476397	
CR759763.2	ENST00000617350	
PPP1R11	ENST00000455350	
RNF39	ENST00000432647	
TRIM31	ENST00000449412	
TRIM31-AS1	ENST00000458115	
CR759838.1	ENST00000584213	
TRIM40	ENST00000425845	
TRIM10	ENST00000456988	
TRIM15	ENST00000429524	
TRIM26	ENST00000445457	
PAIP1P1	ENST00000424607	
MICC	ENST00000416423	
HLA-E	ENST00000444683	
LINC02569	ENST00000430035	
GNL1	ENST00000437917	
PRR3	ENST00000449754	
ABCF1	ENST00000457078	
PPP1R10	ENST00000426299	
MRPS18B	ENST00000426945	
ATAT1	ENST00000420586	
PTMAP1	ENST00000456700	
C6orf136	ENST00000430141	
DHX16	ENST00000458094	
PPP1R18	ENST00000437121	
NRM	ENST00000422181	
RPL7P4	ENST00000453240	
MDC1	ENST00000449153	
MDC1-AS1	ENST00000455165	
TUBB	ENST00000422650	
FLOT1	ENST00000446072	
Y_RNA	ENST00000581902	
LINC02570	ENST00000432236	
7SK	ENST00000581402	
DDR1-DT	ENST00000453209	
DDR1	ENST00000422628	
GTF2H4	ENST00000434226	
CR936875.1	ENST00000493326	
VARS2	ENST00000450090	
SFTA2	ENST00000454649	
Y_RNA	ENST00000582577	
MUCL3	ENST00000548730	
HCG21	ENST00000441652	
MUC21	ENST00000420532	
CR759772.1	ENST00000617637	
HCG22	ENST00000619461	
U6	ENST00000585053	
C6orf15	ENST00000440933	
PSORS1C1	ENST00000433334	
CDSN	ENST00000457875	
PSORS1C2	ENST00000413924	
POLR2LP1	ENST00000432966	
CCHCR1	ENST00000438424	
TCF19	ENST00000442190	
POU5F1	ENST00000433063	
CR759815.2	ENST00000548618	
PSORS1C3	ENST00000428067	
HCG27	ENST00000436256	
CR759815.1	ENST00000432333	
HLA-C	ENST00000619148	
HLA-B	ENST00000639001	
USP8P1	ENST00000445362	
RPL3P2	ENST00000434677	
WASF5P	ENST00000420590	
CR759828.1	ENST00000450959	
HCP5	ENST00000457127	
Y_RNA	ENST00000578893	
MICB	ENST00000436531	
PPIAP9	ENST00000443254	
RPL15P4	ENST00000451666	
MCCD1	ENST00000430073	
DDX39B	ENST00000414440	
SNORD117	ENST00000578360	
SNORD84	ENST00000582289	
DDX39B-AS1	ENST00000445939	
ATP6V1G2	ENST00000447174	
NFKBIL1	ENST00000442947	
LTA	ENST00000456789	
TNF	ENST00000448781	
LTB	ENST00000456113	
LST1	ENST00000423107	
NCR3	ENST00000455825	
AIF1	ENST00000413349	
PRRC2A	ENST00000454306	
SNORA38	ENST00000578065	
BAG6	ENST00000442870	
APOM	ENST00000422771	
C6orf47	ENST00000418357	
C6orf47-AS1	ENST00000443371	
GPANK1	ENST00000439710	
Y_RNA	ENST00000578440	
CSNK2B	ENST00000416194	
LY6G5B	ENST00000437674	
LY6G5C	ENST00000458081	
ABHD16A	ENST00000457366	
LY6G6F	ENST00000453044	
LY6G6D	ENST00000455955	
LY6G6E	ENST00000546405	
MPIG6B	ENST00000444404	
LY6G6C	ENST00000428121	
DDAH2	ENST00000468346	
CLIC1	ENST00000435242	
MSH5	ENST00000441395	
MSH5-SAPCD1	ENST00000469644	
U6	ENST00000579614	
SAPCD1	ENST00000425286	
SAPCD1-AS1	ENST00000421248	
VWA7	ENST00000438725	
VARS1	ENST00000422694	
Y_RNA	ENST00000580858	
LSM2	ENST00000434125	
NEU1	ENST00000422978	
SLC44A4	ENST00000547493	
EHMT2	ENST00000420336	
CR759784.1	ENST00000419289	
C2	ENST00000448206	
ZBTB12	ENST00000432044	
C4B-AS1	ENST00000443643	
CFB	ENST00000424727	
NELFE	ENST00000448628	
SKIV2L	ENST00000627041	
DXO	ENST00000454430	
STK19	ENST00000444147	
C4B	ENST00000445788	
CYP21A1P	ENST00000430581	
TNXA	ENST00000423622	
STK19B	ENST00000439521	
C4A	ENST00000421274	
C4A-AS1	ENST00000434058	
CYP21A2	ENST00000436607	
TNXB	ENST00000548649	
5S_rRNA	ENST00000580910	
ATF6B	ENST00000476416	
FKBPL	ENST00000443350	
PRRT1	ENST00000458719	
PPT2	ENST00000496937	
EGFL8	ENST00000483183	
AGPAT1	ENST00000448196	
RNF5	ENST00000413786	
AGER	ENST00000426138	
PBX2	ENST00000420432	
GPSM3	ENST00000473977	
NOTCH4	ENST00000439349	
TSBP1	ENST00000413045	
HNRNPA1P2	ENST00000446988	
U6	ENST00000583551	
TSBP1-AS1	ENST00000412919	
BTNL2	ENST00000443091	
HLA-DRA	ENST00000414698	
HLA-DRB9	ENST00000431310	
CR788250.1	ENST00000427530	
U1	ENST00000584018	
CR788250.2	ENST00000417950	
U1	ENST00000579513	
HLA-DRB4	ENST00000457451	
HLA-DQA1	ENST00000441297	
HLA-DQB1	ENST00000399065	
HLA-DQB1-AS1	ENST00000431777	
CR933859.1	ENST00000428181	
MTCO3P1	ENST00000427393	
CR759848.1	ENST00000440024	
HLA-DQB3	ENST00000434380	
HLA-DQA2	ENST00000241802	
HLA-DQB2	ENST00000432486	
HLA-DOB	ENST00000454969	
TAP2	ENST00000445986	
PSMB8	ENST00000416564	
PSMB8-AS1	ENST00000449775	
PSMB9	ENST00000418861	
TAP1	ENST00000424897	
PPP1R2P1	ENST00000425990	
HLA-Z	ENST00000448910	
HLA-DMB	ENST00000448590	
HLA-DMA	ENST00000472833	
BRD2	ENST00000425201	
CR759798.1	ENST00000451901	
HLA-DOA	ENST00000444109	
HLA-DPA1	ENST00000374808	
HLA-DPB1	ENST00000425130	
RPL32P1	ENST00000436579	
HLA-DPA2	ENST00000415908	
COL11A2P1	ENST00000412646	
HLA-DPB2	ENST00000395280	
COL11A2	ENST00000447349	
RXRB	ENST00000415909	
Y_RNA	ENST00000577984	
SLC39A7	ENST00000441953	
HSD17B8	ENST00000422433	
RING1	ENST00000427374	
ZNF70P1	ENST00000413375	
HTATSF1P1	ENST00000422677	
HCG25	ENST00000427938	
VPS52	ENST00000443860	
RPS18	ENST00000434122	
B3GALT4	ENST00000430971	
WDR46	ENST00000432609	
PFDN6	ENST00000451970	
RGL2	ENST00000416548	
TAPBP	ENST00000551943	
ZBTB22	ENST00000445320	
DAXX	ENST00000445009	
MYL8P	ENST00000416347	
LYPLA2P1	ENST00000381207	
RPL35AP4	ENST00000414612	
KIFC1	ENST00000417146	
NOP56P1	ENST00000609133	
AL844539.1	ENST00000609949	
LINC01623	ENST00000608839	
RPL13P	ENST00000609856	
ZNF90P2	ENST00000414947	
HCG14	ENST00000432275	
TRIM27	ENST00000400720	
U6	ENST00000583333	
LINC01556	ENST00000383656	
KRT18P1	ENST00000446694	
Metazoa_SRP	ENST00000579910	
HCG15	ENST00000448434	
AL929561.3	ENST00000423359	
ZNF311	ENST00000383655	
OR2AD1P	ENST00000443734	
OR2W1	ENST00000383654	
AL929561.4	ENST00000622022	
OR2P1P	ENST00000412953	
SAR1AP1	ENST00000418190	
OR2B3	ENST00000383653	
OR2J1	ENST00000383652	
OR2J3	ENST00000383651	
AL929561.1	ENST00000432480	
AL929561.2	ENST00000434184	
OR2J2	ENST00000427744	
OR2J4P	ENST00000402067	
AL935156.1	ENST00000444940	
OR2G1P	ENST00000416604	
OR12D1	ENST00000509546	
OR5V1	ENST00000453123	
OR11A1	ENST00000400715	
OR10C1	ENST00000503212	
OR2H1	ENST00000400714	
UBDP1	ENST00000413046	
MAS1LP1	ENST00000430009	
MAS1L	ENST00000383643	
RPS17P1	ENST00000429177	
LINC02829	ENST00000453896	
LINC01015	ENST00000437693	
GPR53P	ENST00000418744	
OR2I1P	ENST00000444590	
GABBR1	ENST00000383639	
UBD	ENST00000383641	
OR2H5P	ENST00000417010	
TMEM183AP1	ENST00000437487	
SNORD32B	ENST00000580093	
RPL13AP	ENST00000453334	
OR2H2	ENST00000376947	
SUMO2P1	ENST00000414746	
MOG	ENST00000359539	
ZFP57	ENST00000383628	
ZDHHC20P1	ENST00000450322	
HLA-F	ENST00000383627	
AL844851.1	ENST00000417904	
HLA-F-AS1	ENST00000383625	
RPL23AP1	ENST00000433438	
MICE	ENST00000434769	
AL844851.2	ENST00000412677	
Y_RNA	ENST00000577452	
IFITM4P	ENST00000434590	
HLA-V	ENST00000424483	
HCG4	ENST00000433759	
HLA-P	ENST00000413019	
RPL7AP7	ENST00000427056	
MICG	ENST00000411716	
HLA-G	ENST00000400682	
HCG4P8	ENST00000414972	
BX001005.1	ENST00000449121	
AL845454.1	ENST00000456819	
HLA-H	ENST00000429724	
HLA-T	ENST00000430243	
DDX39BP1	ENST00000439001	
MCCD1P1	ENST00000429760	
HCG4B	ENST00000406611	
HLA-K	ENST00000431463	
HLA-U	ENST00000442622	
HLA-A	ENST00000383605	
AL845454.2	ENST00000453518	
HLA-W	ENST00000444656	
MICD	ENST00000428889	
HCG9	ENST00000383616	
DDX39BP2	ENST00000442907	
MCCD1P2	ENST00000456843	
ZNRD1ASP	ENST00000432187	
AL845454.3	ENST00000457533	
HLA-J	ENST00000461713	
ETF1P1	ENST00000417770	
AL845439.3	ENST00000619690	
AL845439.2	ENST00000622529	
ZNRD1	ENST00000400662	
AL845439.1	ENST00000611730	
PPP1R11	ENST00000400658	
RNF39	ENST00000383611	
TRIM31	ENST00000357569	
TRIM31-AS1	ENST00000413394	
BX322644.1	ENST00000583665	
TRIM40	ENST00000383610	
TRIM10	ENST00000354038	
TRIM15	ENST00000550969	
TRIM26	ENST00000383607	
PAIP1P1	ENST00000415446	
HCG17	ENST00000439480	
TRIM26BP	ENST00000435139	
HLA-L	ENST00000460301	
HCG18	ENST00000443909	
TRIM39	ENST00000383603	
RPP21	ENST00000422720	
HLA-N	ENST00000413337	
AL773535.1	ENST00000452951	
UBQLN1P1	ENST00000422739	
MICC	ENST00000454140	
TMPOP1	ENST00000457073	
